date,value
2017-01-06 16:19:00,0.88
2017-01-06 16:20:00,0.865455
2017-01-06 16:21:00,0.850909
2017-01-06 16:22:00,0.836364
2017-01-06 16:23:00,0.821818
2017-01-06 16:24:00,0.807273
2017-01-06 16:25:00,0.792727
2017-01-06 16:26:00,0.778182
2017-01-06 16:27:00,0.763636
2017-01-06 16:28:00,0.749091
2017-01-06 16:29:00,0.734545
2017-01-06 16:30:00,0.72
2017-01-06 16:31:00,0.705455
2017-01-06 16:32:00,0.690909
2017-01-06 16:33:00,0.676364
2017-01-06 16:34:00,0.661818
2017-01-06 16:35:00,0.647273
2017-01-06 16:36:00,0.632727
2017-01-06 16:37:00,0.618182
2017-01-06 16:38:00,0.603636
2017-01-06 16:39:00,0.589091
2017-01-06 16:40:00,0.574545
2017-01-06 16:41:00,0.56
2017-01-06 16:42:00,0.545455
2017-01-06 16:43:00,0.530909
2017-01-06 16:44:00,0.516364
2017-01-06 16:45:00,0.501818
2017-01-06 16:46:00,0.487273
2017-01-06 16:47:00,0.472727
2017-01-06 16:48:00,0.458182
2017-01-06 16:49:00,0.443636
2017-01-06 16:50:00,0.429091
2017-01-06 16:51:00,0.414545
2017-01-06 16:52:00,0.4
2017-01-06 16:53:00,0.8
2017-01-06 16:54:00,1.2
2017-01-06 16:55:00,1.6
2017-01-06 16:56:00,2.0
2017-01-06 16:57:00,1.0
2017-01-06 16:58:00,0.9
2017-01-06 16:59:00,0.8
2017-01-06 17:00:00,0.7
2017-01-06 17:01:00,0.6
2017-01-06 17:02:00,0.5
2017-01-06 17:03:00,0.4
2017-01-06 17:04:00,0.3
2017-01-06 17:05:00,0.6
2017-01-06 17:06:00,0.9
2017-01-06 17:07:00,1.2
2017-01-06 17:08:00,1.20303
2017-01-06 17:09:00,1.20606
2017-01-06 17:10:00,1.20909
2017-01-06 17:11:00,1.21212
2017-01-06 17:12:00,1.21515
2017-01-06 17:13:00,1.21818
2017-01-06 17:14:00,1.22121
2017-01-06 17:15:00,1.22424
2017-01-06 17:16:00,1.22727
2017-01-06 17:17:00,1.2303
2017-01-06 17:18:00,1.23333
2017-01-06 17:19:00,1.23636
2017-01-06 17:20:00,1.23939
2017-01-06 17:21:00,1.24242
2017-01-06 17:22:00,1.24545
2017-01-06 17:23:00,1.24848
2017-01-06 17:24:00,1.25152
2017-01-06 17:25:00,1.25455
2017-01-06 17:26:00,1.25758
2017-01-06 17:27:00,1.26061
2017-01-06 17:28:00,1.26364
2017-01-06 17:29:00,1.26667
2017-01-06 17:30:00,1.2697
2017-01-06 17:31:00,1.27273
2017-01-06 17:32:00,1.27576
2017-01-06 17:33:00,1.27879
2017-01-06 17:34:00,1.28182
2017-01-06 17:35:00,1.28485
2017-01-06 17:36:00,1.28788
2017-01-06 17:37:00,1.29091
2017-01-06 17:38:00,1.29394
2017-01-06 17:39:00,1.29697
2017-01-06 17:40:00,1.3
2017-01-06 17:41:00,1.30303
2017-01-06 17:42:00,1.30606
2017-01-06 17:43:00,1.30909
2017-01-06 17:44:00,1.31212
2017-01-06 17:45:00,1.31515
2017-01-06 17:46:00,1.31818
2017-01-06 17:47:00,1.32121
2017-01-06 17:48:00,1.32424
2017-01-06 17:49:00,1.32727
2017-01-06 17:50:00,1.3303
2017-01-06 17:51:00,1.33333
2017-01-06 17:52:00,1.33636
2017-01-06 17:53:00,1.33939
2017-01-06 17:54:00,1.34242
2017-01-06 17:55:00,1.34545
2017-01-06 17:56:00,1.34848
2017-01-06 17:57:00,1.35152
2017-01-06 17:58:00,1.35455
2017-01-06 17:59:00,1.35758
2017-01-06 18:00:00,1.36061
2017-01-06 18:01:00,1.36364
2017-01-06 18:02:00,1.36667
2017-01-06 18:03:00,1.3697
2017-01-06 18:04:00,1.37273
2017-01-06 18:05:00,1.37576
2017-01-06 18:06:00,1.37879
2017-01-06 18:07:00,1.38182
2017-01-06 18:08:00,1.38485
2017-01-06 18:09:00,1.38788
2017-01-06 18:10:00,1.39091
2017-01-06 18:11:00,1.39394
2017-01-06 18:12:00,1.39697
2017-01-06 18:13:00,1.4
2017-01-06 18:14:00,1.36667
2017-01-06 18:15:00,1.33333
2017-01-06 18:16:00,1.3
